Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,CompaniesRotation,PercYearsCurrManager,PercYearsLastPromotion,PercYearsCurrentRole,MonthlyIncome_cat_encode
30,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Female,3,1,Research Scientist,3,Single,1,No,3,3,0,5,4,2,5,0,5.0,0.8,0.0,0.8,0
32,No,Travel_Frequently,Sales,9,2,Medical,4,Male,1,2,Sales Executive,4,Divorced,0,No,3,4,2,9,2,4,8,0,0.0,0.875,0.0,0.875,1
30,No,Travel_Rarely,Research & Development,5,3,Technical Degree,4,Female,3,1,Research Scientist,1,Divorced,5,No,3,4,1,8,3,3,3,2,1.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
30,No,Travel_Rarely,Research & Development,2,1,Medical,2,Male,2,1,Laboratory Technician,4,Single,0,No,3,4,0,6,3,3,5,1,0.0,0.4,0.2,0.6,0
41,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Male,2,4,Manager,1,Divorced,4,No,3,2,1,21,2,2,7,7,5.25,1.0,1.0,0.8571428571428571,3
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Married,2,No,4,4,1,7,2,3,5,1,3.5,0.8,0.2,0.0,0
19,No,Travel_Rarely,Research & Development,3,1,Medical,2,Female,3,1,Laboratory Technician,2,Single,1,No,3,4,0,1,3,3,1,0,1.0,0.0,0.0,0.0,0
40,No,Travel_Frequently,Research & Development,26,3,Medical,2,Female,3,2,Research Scientist,2,Divorced,1,No,3,1,1,20,2,3,15,2,10.0,0.65,0.1,0.35,2
35,No,Travel_Rarely,Sales,1,5,Marketing,3,Male,3,3,Sales Executive,2,Married,1,No,3,1,2,10,3,3,10,0,10.0,0.6,0.0,0.8,2
53,No,Travel_Rarely,Sales,6,2,Marketing,2,Male,3,2,Sales Representative,3,Married,2,Yes,4,4,1,13,3,1,7,4,6.5,0.7142857142857143,0.5714285714285714,1.0,0
45,No,Travel_Rarely,Research & Development,9,3,Life Sciences,2,Male,3,2,Laboratory Technician,2,Divorced,7,No,3,3,1,20,2,1,15,0,2.5,0.8823529411764706,0.0,0.5294117647058824,0
32,No,Travel_Frequently,Sales,8,3,Marketing,2,Female,3,3,Sales Executive,4,Single,1,No,3,4,0,9,2,3,9,3,9.0,0.7777777777777778,0.3333333333333333,0.8888888888888888,3
29,No,Non-Travel,Research & Development,1,1,Technical Degree,4,Male,3,2,Manufacturing Director,3,Married,1,No,3,1,1,10,1,3,10,0,10.0,0.9,0.0,0.7,1
51,No,Travel_Rarely,Research & Development,7,4,Medical,2,Male,2,2,Manufacturing Director,3,Married,2,No,3,3,0,10,2,3,1,0,5.0,0.0,0.0,0.0,2
58,No,Travel_Rarely,Research & Development,9,3,Medical,2,Female,2,1,Research Scientist,2,Married,4,Yes,4,2,1,9,3,2,1,0,2.25,0.0,0.0,0.0,1
40,No,Travel_Rarely,Sales,4,4,Marketing,3,Male,2,3,Sales Executive,4,Married,7,No,3,1,1,15,2,2,12,2,2.142857142857143,0.9166666666666666,0.16666666666666666,0.9166666666666666,3
34,No,Travel_Frequently,Sales,2,4,Marketing,3,Female,3,1,Sales Representative,3,Married,6,No,3,4,1,6,3,3,4,1,1.0,0.5,0.25,0.75,0
22,No,Travel_Rarely,Research & Development,19,1,Medical,3,Male,3,1,Research Scientist,4,Married,1,No,4,1,2,2,5,3,2,2,2.0,1.0,1.0,1.0,0
27,No,Non-Travel,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,2,Divorced,6,No,3,4,1,6,1,1,2,2,1.0,1.0,1.0,1.0,0
28,No,Travel_Rarely,Research & Development,21,3,Medical,3,Male,3,1,Research Scientist,4,Married,1,No,3,3,1,5,2,1,5,0,5.0,0.4,0.0,0.4,0
57,No,Travel_Rarely,Research & Development,24,2,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,3,Yes,3,2,1,12,2,1,5,1,4.0,0.8,0.2,0.6,3
27,No,Non-Travel,Research & Development,3,3,Medical,3,Male,2,1,Research Scientist,3,Divorced,1,Yes,3,4,1,1,2,2,1,0,1.0,1.0,0.0,1.0,0
50,No,Travel_Rarely,Research & Development,11,3,Life Sciences,3,Female,3,5,Manager,2,Single,3,No,3,2,0,21,5,3,5,4,7.0,0.8,0.8,0.8,3
41,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,4,No,3,1,1,13,2,3,9,1,3.25,0.8888888888888888,0.1111111111111111,0.8888888888888888,0
30,No,Travel_Rarely,Sales,5,3,Life Sciences,2,Female,3,3,Sales Executive,4,Married,2,No,3,3,1,12,2,3,10,7,6.0,0.4,0.7,0.9,3
38,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,2,Sales Executive,4,Single,4,No,4,3,0,12,2,4,8,0,3.0,0.875,0.0,0.375,3
32,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3,No,4,1,0,8,2,3,5,1,2.6666666666666665,0.8,0.2,0.8,1
27,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,0,Yes,3,4,1,6,3,2,5,1,0.0,0.2,0.2,0.4,1
19,Yes,Travel_Frequently,Sales,1,1,Technical Degree,3,Female,1,1,Sales Representative,1,Single,0,No,4,1,0,1,5,4,1,0,0.0,0.0,0.0,0.0,0
36,No,Travel_Frequently,Research & Development,3,2,Medical,4,Male,3,1,Laboratory Technician,2,Single,4,No,3,3,0,13,3,2,8,7,3.25,0.25,0.875,0.875,0
30,No,Non-Travel,Research & Development,9,3,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,1,No,3,3,2,12,4,3,12,6,10.0,0.8333333333333334,0.5,0.75,1
45,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,2,Sales Executive,1,Divorced,4,Yes,3,1,1,9,3,4,5,0,2.25,0.6,0.0,0.8,2
56,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3,Female,3,1,Research Scientist,1,Divorced,4,Yes,3,3,1,19,3,3,2,2,4.75,1.0,1.0,1.0,1
33,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,0,No,3,1,0,4,2,4,3,0,0.0,0.6666666666666666,0.0,0.3333333333333333,0
19,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,2,1,Laboratory Technician,4,Single,1,No,4,3,0,1,3,2,1,1,1.0,0.0,1.0,0.0,0
46,No,Travel_Rarely,Sales,1,2,Marketing,2,Female,3,3,Sales Executive,1,Divorced,1,No,4,3,2,23,2,3,15,7,10.0,0.2916666666666667,0.625,0.5416666666666666,3
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,1,No,3,3,0,2,3,3,2,2,2.0,0.5,1.0,1.0,0
31,No,Travel_Rarely,Research & Development,12,1,Medical,3,Female,3,1,Research Scientist,4,Married,7,Yes,4,3,1,7,1,3,4,0,0.875,0.5,0.0,0.5,1
34,No,Travel_Rarely,Research & Development,27,2,Medical,4,Female,3,1,Research Scientist,2,Single,2,No,3,4,0,9,3,3,3,1,4.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0
41,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,3,1,Sales Representative,2,Single,1,Yes,4,4,0,4,5,2,4,0,4.0,0.5,0.0,0.75,1
50,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,2,1,Laboratory Technician,3,Married,2,No,3,4,1,5,2,2,3,0,2.5,0.6666666666666666,0.0,0.6666666666666666,1
53,No,Travel_Rarely,Research & Development,13,2,Medical,4,Female,4,2,Manufacturing Director,1,Divorced,1,No,3,3,2,5,3,3,4,1,5.0,0.75,0.25,0.5,1
33,No,Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,1,Research Scientist,2,Married,1,No,3,4,1,8,5,3,8,1,8.0,0.75,0.125,0.875,0
40,No,Travel_Rarely,Research & Development,4,1,Medical,4,Female,3,5,Manager,3,Married,1,No,3,2,1,21,2,3,15,7,10.0,0.45,0.45,0.4,3
55,No,Travel_Rarely,Research & Development,14,4,Medical,3,Male,4,5,Research Director,2,Single,7,No,3,4,0,23,3,3,15,2,4.5,0.625,0.08333333333333333,0.625,3
34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,2,Manufacturing Director,3,Married,1,No,3,3,0,10,2,2,10,1,10.0,0.9,0.1,0.9,3
51,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,Single,3,No,3,3,0,21,5,3,7,1,7.0,0.0,0.14285714285714285,1.0,3
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Male,2,5,Manager,3,Married,0,No,3,1,1,23,5,3,15,7,0.0,0.2727272727272727,0.3333333333333333,0.5454545454545454,3
27,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,1,Research Scientist,2,Single,1,No,3,4,0,7,2,2,7,0,7.0,0.42857142857142855,0.0,1.0,0
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,3,Yes,3,1,0,8,1,3,1,0,2.6666666666666665,1.0,0.0,0.0,2
43,No,Non-Travel,Research & Development,7,3,Medical,4,Male,4,1,Research Scientist,4,Divorced,4,No,3,4,2,7,3,4,5,2,1.75,0.4,0.4,0.8,0
45,No,Non-Travel,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,Married,7,No,4,4,1,22,1,3,15,7,2.4444444444444446,0.4,0.55,0.4,3
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,4,1,Research Scientist,1,Married,1,Yes,3,1,1,8,3,2,8,1,8.0,0.875,0.125,0.875,1
35,No,Travel_Frequently,Research & Development,2,3,Medical,2,Female,3,2,Laboratory Technician,2,Single,5,No,3,4,0,10,5,3,6,1,2.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,1
42,No,Non-Travel,Research & Development,21,2,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,2,No,3,2,1,11,5,3,5,0,5.5,0.4,0.0,0.6,2
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,7,No,3,2,0,14,3,3,1,0,1.5555555555555556,0.0,0.0,0.0,2
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,3,No,3,1,1,9,3,1,7,1,3.0,1.0,0.14285714285714285,1.0,2
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,2,2,Manufacturing Director,1,Married,5,No,3,3,1,6,1,3,2,2,1.2,0.0,1.0,1.0,1
49,No,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,1,Yes,3,1,2,7,1,3,7,1,7.0,1.0,0.14285714285714285,1.0,2
34,No,Travel_Frequently,Research & Development,10,4,Medical,4,Male,3,1,Research Scientist,3,Divorced,1,Yes,3,4,1,5,4,4,5,2,5.0,0.0,0.4,0.6,1
40,No,Travel_Rarely,Research & Development,19,2,Medical,3,Male,3,2,Laboratory Technician,4,Married,7,Yes,3,3,1,15,2,4,7,3,1.875,1.0,0.42857142857142855,0.2857142857142857,0
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,2,Healthcare Representative,1,Married,7,Yes,3,2,0,17,2,3,1,0,2.4285714285714284,0.0,0.0,0.0,2
29,Yes,Travel_Rarely,Sales,27,3,Marketing,2,Female,3,3,Sales Executive,4,Married,1,No,4,4,2,10,3,2,10,1,10.0,0.9,0.1,0.4,2
22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,4,1,Research Scientist,2,Divorced,1,Yes,3,1,1,4,2,2,4,2,4.0,0.5,0.5,0.5,0
36,No,Travel_Frequently,Research & Development,18,1,Medical,2,Female,3,1,Laboratory Technician,4,Single,1,No,3,1,0,8,2,3,8,1,8.0,0.875,0.125,0.125,0
40,No,Non-Travel,Research & Development,9,5,Life Sciences,4,Male,2,2,Healthcare Representative,4,Married,7,No,3,4,1,5,5,1,3,0,0.5555555555555556,0.6666666666666666,0.0,0.6666666666666666,1
46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,3,Healthcare Representative,1,Divorced,7,No,3,3,1,17,3,3,4,0,2.4285714285714284,0.75,0.0,0.5,3
32,Yes,Travel_Rarely,Sales,4,4,Medical,4,Male,1,3,Sales Executive,4,Married,1,No,3,3,0,14,2,2,14,7,10.0,0.5714285714285714,0.6428571428571429,0.5714285714285714,3
30,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,Single,1,No,4,3,0,12,2,3,11,5,10.0,0.7272727272727273,0.45454545454545453,0.7272727272727273,3
27,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,1,No,3,4,0,7,2,3,7,0,7.0,1.0,0.0,1.0,3
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Male,2,3,Research Director,2,Married,5,No,3,4,2,16,5,1,10,4,3.2,0.7,0.4,0.9,3
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,3,1,Research Scientist,1,Single,5,Yes,3,3,0,8,5,3,5,0,1.6,0.8,0.0,0.4,0
41,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,3,3,Manager,4,Single,3,Yes,3,3,0,16,3,3,1,0,5.333333333333333,0.0,0.0,0.0,3
30,Yes,Travel_Frequently,Sales,26,4,Marketing,3,Female,2,2,Sales Executive,1,Single,5,No,3,3,0,9,5,2,6,0,1.8,0.16666666666666666,0.0,0.5,2
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,3,Single,0,No,3,4,0,7,1,2,6,1,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0
45,No,Non-Travel,Sales,6,3,Medical,4,Female,2,3,Sales Executive,4,Single,6,No,3,4,0,23,2,3,15,7,3.8333333333333335,0.42105263157894735,0.631578947368421,0.3684210526315789,3
54,No,Travel_Rarely,Sales,3,3,Marketing,4,Female,3,2,Sales Executive,1,Married,2,No,3,4,1,16,4,3,6,0,8.0,0.8333333333333334,0.0,0.3333333333333333,2
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,7,No,3,4,0,16,3,4,13,3,2.0,0.5384615384615384,0.23076923076923078,0.8461538461538461,2
33,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,Married,6,No,4,4,0,7,3,3,3,1,1.1666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0
37,No,Travel_Frequently,Research & Development,11,3,Other,2,Male,3,3,Research Director,4,Divorced,1,Yes,3,3,2,10,1,3,10,0,10.0,0.7,0.0,0.8,3
38,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,0,No,3,3,2,17,5,2,15,5,0.0,0.8125,0.3125,0.625,3
31,No,Non-Travel,Research & Development,1,4,Medical,3,Male,1,2,Manufacturing Director,3,Married,0,No,3,4,1,6,2,3,5,1,0.0,0.8,0.2,0.8,1
59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,2,1,Research Scientist,4,Married,3,No,3,1,1,7,5,3,1,0,2.3333333333333335,0.0,0.0,0.0,0
37,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,4,No,3,3,1,13,2,3,9,5,3.25,0.8888888888888888,0.5555555555555556,0.8888888888888888,0
29,No,Travel_Frequently,Sales,1,1,Medical,2,Female,3,3,Sales Executive,4,Married,1,No,3,4,1,11,5,3,11,4,10.0,0.09090909090909091,0.36363636363636365,0.9090909090909091,2
35,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,3,Sales Executive,3,Single,1,No,3,1,0,10,3,4,10,0,10.0,0.8,0.0,0.7,3
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,3,Male,2,1,Research Scientist,4,Single,1,Yes,3,3,0,4,3,2,4,0,4.0,0.25,0.0,0.75,0
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,1,Laboratory Technician,4,Single,7,No,3,2,0,6,3,2,2,2,0.8571428571428571,1.0,1.0,1.0,1
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,3,5,Manager,4,Married,1,No,3,4,0,22,3,3,15,7,10.0,0.6818181818181818,0.5,0.7727272727272727,3
59,No,Travel_Rarely,Human Resources,6,2,Medical,2,Male,3,1,Human Resources,3,Married,7,No,3,4,0,7,2,2,2,2,0.875,1.0,1.0,1.0,0
50,No,Travel_Rarely,Sales,1,4,Medical,4,Female,3,5,Manager,4,Divorced,3,No,3,3,1,23,3,2,7,0,10.0,0.8571428571428571,0.0,0.0,3
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,3,Male,3,1,Laboratory Technician,4,Married,5,Yes,3,3,1,8,2,1,5,0,1.6,0.8,0.0,0.8,0
43,No,Travel_Rarely,Sales,16,3,Marketing,4,Female,3,4,Manager,4,Married,5,Yes,4,3,1,22,3,3,15,1,4.4,0.5294117647058824,0.058823529411764705,0.7647058823529411,3
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,7,No,4,1,0,13,3,4,9,1,1.8571428571428572,0.7777777777777778,0.1111111111111111,0.7777777777777778,0
52,No,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,5,Manager,3,Single,1,Yes,3,4,0,23,2,4,15,7,10.0,0.36363636363636365,0.45454545454545453,0.21212121212121213,3
32,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,2,No,3,1,1,6,5,3,4,1,3.0,0.5,0.25,0.75,1
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,0,Yes,3,4,0,4,2,1,3,1,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
39,No,Travel_Rarely,Research & Development,1,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,7,No,3,3,2,7,1,3,3,1,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0
32,No,Non-Travel,Sales,26,4,Marketing,3,Male,3,2,Sales Executive,4,Married,0,No,3,1,0,4,2,3,3,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,2,No,3,1,2,17,2,2,1,0,8.5,0.0,0.0,0.0,1
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,1,No,3,1,2,9,3,3,9,4,9.0,0.7777777777777778,0.4444444444444444,0.8888888888888888,1
45,No,Travel_Rarely,Research & Development,1,3,Other,3,Male,4,5,Manager,4,Married,0,No,3,3,1,23,2,3,15,1,0.0,0.2916666666666667,0.041666666666666664,0.0,3
31,No,Travel_Frequently,Research & Development,3,4,Medical,2,Male,3,3,Research Director,3,Divorced,7,No,3,1,1,9,3,3,2,2,1.0,1.0,1.0,1.0,3
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,3,Female,2,1,Research Scientist,4,Married,1,No,3,3,1,2,2,2,2,0,2.0,1.0,0.0,1.0,0
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,6,No,3,2,1,13,3,3,11,5,2.1666666666666665,0.8181818181818182,0.45454545454545453,0.8181818181818182,2
37,No,Travel_Rarely,Research & Development,1,2,Medical,3,Female,2,1,Research Scientist,1,Married,2,No,3,1,1,17,2,2,3,0,8.5,0.6666666666666666,0.0,0.3333333333333333,1
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,4,No,3,4,1,9,1,3,3,0,2.25,0.6666666666666666,0.0,0.6666666666666666,2
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,6,No,3,2,2,17,5,3,1,0,2.8333333333333335,0.0,0.0,0.0,3
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,0,No,4,4,0,20,1,3,15,7,0.0,0.42105263157894735,0.5789473684210527,0.3157894736842105,3
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,1,No,3,1,0,6,1,3,6,1,6.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,4,2,Research Scientist,1,Single,3,Yes,3,3,0,10,1,3,3,0,3.3333333333333335,0.6666666666666666,0.0,0.6666666666666666,2
29,No,Travel_Rarely,Sales,20,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,2,No,3,4,1,10,2,3,3,0,5.0,0.6666666666666666,0.0,0.6666666666666666,2
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,0,No,3,4,2,5,3,3,4,1,0.0,0.5,0.25,0.5,1
42,No,Travel_Rarely,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,1,Divorced,0,Yes,3,3,1,10,4,3,9,7,0.0,0.8888888888888888,0.7777777777777778,0.6666666666666666,0
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,5,Research Director,3,Divorced,0,No,3,4,1,22,5,3,15,3,0.0,0.42857142857142855,0.14285714285714285,0.3333333333333333,3
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1,No,3,2,0,1,1,2,1,0,1.0,0.0,0.0,0.0,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,3,Male,2,1,Laboratory Technician,2,Single,0,No,3,2,0,6,2,4,5,1,0.0,0.8,0.2,0.8,1
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,1,No,4,3,0,5,3,1,5,0,5.0,0.6,0.0,0.2,0
38,No,Non-Travel,Sales,2,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,3,No,3,4,1,13,1,3,8,7,4.333333333333333,0.625,0.875,0.875,2
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,4,No,3,4,0,9,5,3,6,0,2.25,0.6666666666666666,0.0,0.3333333333333333,0
46,No,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,1,4,Manager,2,Married,3,Yes,3,2,1,23,2,2,7,7,9.333333333333334,1.0,1.0,1.0,3
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,2,No,3,3,0,5,5,1,1,0,2.5,0.0,0.0,0.0,1
29,No,Travel_Rarely,Sales,2,3,Medical,1,Male,2,2,Sales Executive,2,Married,2,No,3,2,2,10,2,3,1,0,5.0,0.0,0.0,0.0,2
31,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,2,2,Healthcare Representative,4,Married,0,No,4,2,1,10,2,3,9,7,0.0,0.8888888888888888,0.7777777777777778,0.0,2
25,No,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,1,No,3,4,2,6,2,3,6,1,6.0,0.8333333333333334,0.16666666666666666,0.5,1
45,No,Travel_Rarely,Research & Development,20,2,Medical,3,Male,3,4,Healthcare Representative,4,Married,0,Yes,3,2,0,21,2,3,15,4,0.0,0.5,0.2,0.35,3
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,0,No,3,3,1,16,4,3,15,7,0.0,0.7333333333333333,0.6666666666666666,0.8666666666666667,1
55,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,5,Manager,1,Single,0,Yes,3,3,0,23,2,3,15,4,0.0,0.3611111111111111,0.1111111111111111,0.2777777777777778,3
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,1,Male,3,3,Manager,2,Married,1,Yes,3,4,1,10,2,2,10,7,10.0,0.9,0.9,0.7,3
28,No,Travel_Rarely,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,4,Married,1,No,4,4,1,5,3,2,5,0,5.0,0.8,0.0,0.4,0
37,No,Travel_Rarely,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,Married,4,No,3,2,1,7,5,4,5,0,1.75,0.2,0.0,0.8,2
21,No,Travel_Rarely,Research & Development,3,2,Medical,4,Male,2,1,Research Scientist,3,Single,1,No,3,1,0,3,4,4,3,1,3.0,0.0,0.3333333333333333,0.6666666666666666,1
37,No,Non-Travel,Research & Development,1,4,Medical,1,Female,3,3,Research Director,4,Divorced,2,Yes,3,1,2,15,2,3,5,0,7.5,0.4,0.0,0.4,3
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Female,4,3,Manager,2,Divorced,7,No,3,2,1,10,5,2,7,6,1.4285714285714286,0.2857142857142857,0.8571428571428571,1.0,3
38,No,Travel_Rarely,Sales,7,2,Medical,1,Female,4,2,Sales Executive,1,Divorced,1,Yes,4,3,1,8,3,3,8,7,8.0,0.875,0.875,0.0,2
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,1,No,4,1,1,6,5,1,6,1,6.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,2
50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,Male,3,5,Research Director,2,Divorced,3,No,3,1,2,23,4,2,10,1,9.333333333333334,0.6,0.1,0.4,3
53,No,Travel_Rarely,Research & Development,3,4,Medical,3,Male,3,4,Research Director,3,Married,3,Yes,3,4,2,21,5,2,5,1,7.0,0.6,0.2,0.6,3
42,No,Travel_Rarely,Sales,1,1,Life Sciences,2,Male,3,2,Sales Executive,3,Married,1,No,4,3,0,20,3,3,15,7,10.0,0.3,0.55,0.8,1
29,No,Travel_Frequently,Sales,2,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,1,No,3,1,0,10,3,2,10,0,10.0,0.9,0.0,0.7,1
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,2,Male,3,2,Laboratory Technician,4,Married,3,Yes,3,4,1,12,4,3,10,0,4.0,0.8,0.0,0.7,2
26,No,Travel_Frequently,Research & Development,11,2,Medical,1,Male,3,2,Healthcare Representative,1,Married,1,Yes,3,3,1,5,3,3,5,3,5.0,0.6,0.6,0.6,1
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,3,1,Research Scientist,4,Single,1,No,3,2,0,17,3,3,15,5,10.0,0.4117647058823529,0.29411764705882354,0.7058823529411765,0
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,3,Yes,4,4,1,19,1,1,1,0,6.333333333333333,0.0,0.0,0.0,1
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,7,No,3,2,1,10,2,3,2,1,1.1111111111111112,1.0,0.5,1.0,2
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,1,Male,3,1,Laboratory Technician,2,Divorced,2,Yes,3,4,1,5,2,3,3,0,2.5,0.6666666666666666,0.0,0.6666666666666666,0
